Area_ID,Country,Level 1,Area,Start_year,avg_pop_phase_1,avg_pop_phase_2,avg_pop_phase_3,avg_pop_phase_4,avg_pop_phase_5
BEN_Borgou_Perere,BEN,Borgou,Perere,2025,0.73,0.19,0.08,0.0,0.0
BEN_Borgou_Sinende,BEN,Borgou,Sinende,2020,0.81,0.16,0.03,0.0,0.0
BEN_Borgou_Sinende,BEN,Borgou,Sinende,2022,0.865,0.11,0.025,0.0,0.0
BEN_Borgou_Sinende,BEN,Borgou,Sinende,2023,0.865,0.11499999999999999,0.02,0.0,0.0
BEN_Borgou_Sinende,BEN,Borgou,Sinende,2024,0.87,0.11,0.02,0.0,0.0
BEN_Borgou_Sinende,BEN,Borgou,Sinende,2025,0.89,0.09,0.02,0.0,0.0
BEN_Borgou_Tchaourou,BEN,Borgou,Tchaourou,2020,0.65,0.29,0.06,0.0,0.0
BEN_Borgou_Tchaourou,BEN,Borgou,Tchaourou,2022,0.715,0.22999999999999998,0.055,0.0,0.0
BEN_Borgou_Tchaourou,BEN,Borgou,Tchaourou,2023,0.8,0.16,0.04,0.0,0.0
BEN_Borgou_Tchaourou,BEN,Borgou,Tchaourou,2024,0.83,0.13,0.04,0.0,0.0
BEN_Borgou_Tchaourou,BEN,Borgou,Tchaourou,2025,0.78,0.17,0.05,0.0,0.0
BEN_Collines_Bante,BEN,Collines,Bante,2020,0.83,0.13,0.04,0.0,0.0
BEN_Collines_Bante,BEN,Collines,Bante,2022,0.795,0.18000000000000002,0.025,0.0,0.0
BEN_Collines_Bante,BEN,Collines,Bante,2023,0.77,0.185,0.045,0.0,0.0
BEN_Collines_Bante,BEN,Collines,Bante,2024,0.645,0.24,0.115,0.0,0.0
BEN_Collines_Bante,BEN,Collines,Bante,2025,0.9,0.08,0.02,0.0,0.0
BEN_Collines_Dassa-zoume,BEN,Collines,Dassa-zoume,2020,0.82,0.12,0.06,0.0,0.0
BEN_Collines_Dassa-zoume,BEN,Collines,Dassa-zoume,2022,0.6,0.26,0.14,0.0,0.0
BEN_Collines_Dassa-zoume,BEN,Collines,Dassa-zoume,2023,0.69,0.215,0.095,0.0,0.0
BEN_Collines_Dassa-zoume,BEN,Collines,Dassa-zoume,2024,0.735,0.195,0.07,0.0,0.0
BEN_Collines_Dassa-zoume,BEN,Collines,Dassa-zoume,2025,0.92,0.08,0.0,0.0,0.0
BEN_Collines_Glazoue,BEN,Collines,Glazoue,2020,0.82,0.12,0.06,0.0,0.0
BEN_Collines_Glazoue,BEN,Collines,Glazoue,2022,0.6950000000000001,0.195,0.11,0.0,0.0
BEN_Collines_Glazoue,BEN,Collines,Glazoue,2023,0.645,0.25,0.1,0.005,0.0
BEN_Collines_Glazoue,BEN,Collines,Glazoue,2024,0.73,0.18,0.09,0.0,0.0
BEN_Collines_Glazoue,BEN,Collines,Glazoue,2025,0.85,0.12,0.03,0.0,0.0
BEN_Collines_Ouesse,BEN,Collines,Ouesse,2020,0.58,0.34,0.08,0.0,0.0
BEN_Collines_Ouesse,BEN,Collines,Ouesse,2022,0.74,0.16999999999999998,0.085,0.005,0.0
BEN_Collines_Ouesse,BEN,Collines,Ouesse,2023,0.865,0.10500000000000001,0.030000000000000002,0.0,0.0
BEN_Collines_Ouesse,BEN,Collines,Ouesse,2024,0.86,0.11,0.03,0.0,0.0
BEN_Collines_Ouesse,BEN,Collines,Ouesse,2025,0.92,0.08,0.0,0.0,0.0
BEN_Collines_Savalou,BEN,Collines,Savalou,2020,0.68,0.24,0.08,0.0,0.0
BEN_Collines_Savalou,BEN,Collines,Savalou,2022,0.735,0.175,0.09000000000000001,0.0,0.0
BEN_Collines_Savalou,BEN,Collines,Savalou,2023,0.87,0.11000000000000001,0.02,0.0,0.0
BEN_Collines_Savalou,BEN,Collines,Savalou,2024,0.84,0.12,0.04,0.0,0.0
BEN_Collines_Savalou,BEN,Collines,Savalou,2025,0.93,0.07,0.0,0.0,0.0
BEN_Collines_Save,BEN,Collines,Save,2020,0.68,0.28,0.04,0.0,0.0
BEN_Collines_Save,BEN,Collines,Save,2022,0.785,0.16999999999999998,0.045,0.0,0.0
BEN_Collines_Save,BEN,Collines,Save,2023,0.88,0.1,0.02,0.0,0.0
BEN_Collines_Save,BEN,Collines,Save,2024,0.64,0.28,0.08,0.0,0.0
BEN_Collines_Save,BEN,Collines,Save,2025,0.82,0.18,0.0,0.0,0.0
BEN_Couffo_Aplahoue,BEN,Couffo,Aplahoue,2022,0.37,0.35,0.25,0.03,0.0
BEN_Couffo_Aplahoue,BEN,Couffo,Aplahoue,2023,0.7749999999999999,0.175,0.05,0.0,0.0
BEN_Couffo_Aplahoue,BEN,Couffo,Aplahoue,2024,0.72,0.22499999999999998,0.055,0.0,0.0
BEN_Couffo_Aplahoue,BEN,Couffo,Aplahoue,2025,0.85,0.11,0.04,0.0,0.0
BEN_Couffo_Djakotomey,BEN,Couffo,Djakotomey,2020,0.62,0.29,0.09,0.0,0.0
BEN_Couffo_Djakotomey,BEN,Couffo,Djakotomey,2022,0.69,0.2,0.11,0.0,0.0
BEN_Couffo_Djakotomey,BEN,Couffo,Djakotomey,2023,0.83,0.125,0.045,0.0,0.0
BEN_Couffo_Djakotomey,BEN,Couffo,Djakotomey,2024,0.69,0.235,0.075,0.0,0.0
BEN_Couffo_Djakotomey,BEN,Couffo,Djakotomey,2025,0.88,0.09,0.03,0.0,0.0
BEN_Couffo_Dogbo,BEN,Couffo,Dogbo,2020,0.55,0.35,0.1,0.0,0.0
BEN_Couffo_Dogbo,BEN,Couffo,Dogbo,2022,0.5700000000000001,0.29,0.14,0.0,0.0
BEN_Couffo_Dogbo,BEN,Couffo,Dogbo,2023,0.735,0.18,0.075,0.01,0.0
BEN_Couffo_Dogbo,BEN,Couffo,Dogbo,2024,0.835,0.145,0.02,0.0,0.0
BEN_Couffo_Dogbo,BEN,Couffo,Dogbo,2025,0.85,0.11,0.04,0.0,0.0
BEN_Couffo_Klouekanme,BEN,Couffo,Klouekanme,2020,0.58,0.34,0.08,0.0,0.0
BEN_Couffo_Klouekanme,BEN,Couffo,Klouekanme,2022,0.6599999999999999,0.21,0.13,0.0,0.0
BEN_Couffo_Klouekanme,BEN,Couffo,Klouekanme,2023,0.78,0.185,0.035,0.0,0.0
BEN_Couffo_Klouekanme,BEN,Couffo,Klouekanme,2024,0.8049999999999999,0.155,0.04,0.0,0.0
BEN_Couffo_Klouekanme,BEN,Couffo,Klouekanme,2025,0.89,0.08,0.03,0.0,0.0
BEN_Couffo_Lalo,BEN,Couffo,Lalo,2020,0.82,0.14,0.04,0.0,0.0
BEN_Couffo_Lalo,BEN,Couffo,Lalo,2022,0.635,0.22,0.13,0.015,0.0
BEN_Couffo_Lalo,BEN,Couffo,Lalo,2023,0.835,0.13,0.035,0.0,0.0
BEN_Couffo_Lalo,BEN,Couffo,Lalo,2024,0.725,0.195,0.08,0.0,0.0
BEN_Couffo_Lalo,BEN,Couffo,Lalo,2025,0.84,0.11,0.05,0.0,0.0
BEN_Couffo_Toviklin,BEN,Couffo,Toviklin,2020,0.81,0.14,0.05,0.0,0.0
BEN_Couffo_Toviklin,BEN,Couffo,Toviklin,2022,0.58,0.28500000000000003,0.135,0.0,0.0
BEN_Couffo_Toviklin,BEN,Couffo,Toviklin,2023,0.7649999999999999,0.18,0.05,0.005,0.0
BEN_Couffo_Toviklin,BEN,Couffo,Toviklin,2024,0.725,0.21500000000000002,0.060000000000000005,0.0,0.0
BEN_Couffo_Toviklin,BEN,Couffo,Toviklin,2025,0.76,0.21,0.03,0.0,0.0
BEN_Donga_Bassila,BEN,Donga,Bassila,2020,0.88,0.11,0.01,0.0,0.0
BEN_Donga_Bassila,BEN,Donga,Bassila,2022,0.61,0.26,0.13,0.0,0.0
BEN_Donga_Bassila,BEN,Donga,Bassila,2023,0.7849999999999999,0.16,0.055,0.0,0.0
BEN_Donga_Bassila,BEN,Donga,Bassila,2024,0.655,0.22499999999999998,0.12,0.0,0.0
BEN_Donga_Bassila,BEN,Donga,Bassila,2025,0.89,0.08,0.03,0.0,0.0
BEN_Donga_Copargo,BEN,Donga,Copargo,2020,0.83,0.12,0.05,0.0,0.0
BEN_Donga_Copargo,BEN,Donga,Copargo,2022,0.7150000000000001,0.24,0.045000000000000005,0.0,0.0
BEN_Donga_Copargo,BEN,Donga,Copargo,2023,0.8049999999999999,0.155,0.04,0.0,0.0
BEN_Donga_Copargo,BEN,Donga,Copargo,2024,0.6799999999999999,0.225,0.095,0.0,0.0
BEN_Donga_Copargo,BEN,Donga,Copargo,2025,0.88,0.09,0.03,0.0,0.0
BEN_Donga_Djougou,BEN,Donga,Djougou,2020,0.85,0.12,0.03,0.0,0.0
BEN_Donga_Djougou,BEN,Donga,Djougou,2022,0.88,0.12,0.0,0.0,0.0
BEN_Donga_Djougou,BEN,Donga,Djougou,2023,0.86,0.11,0.03,0.0,0.0
BEN_Donga_Djougou,BEN,Donga,Djougou,2024,0.89,0.08,0.03,0.0,0.0
BEN_Donga_Djougou,BEN,Donga,Djougou,2025,0.9,0.07,0.03,0.0,0.0
BEN_Donga_Ouake,BEN,Donga,Ouake,2020,0.64,0.31,0.05,0.0,0.0
BEN_Donga_Ouake,BEN,Donga,Ouake,2022,0.69,0.245,0.065,0.0,0.0
BEN_Donga_Ouake,BEN,Donga,Ouake,2023,0.81,0.14500000000000002,0.045,0.0,0.0
BEN_Donga_Ouake,BEN,Donga,Ouake,2024,0.715,0.2,0.08499999999999999,0.0,0.0
BEN_Donga_Ouake,BEN,Donga,Ouake,2025,0.89,0.08,0.03,0.0,0.0
BEN_Littoral_Cotonou,BEN,Littoral,Cotonou,2022,0.61,0.27,0.1,0.02,0.0
BEN_Littoral_Cotonou,BEN,Littoral,Cotonou,2024,0.87,0.11,0.02,0.0,0.0
BEN_Littoral_Cotonou,BEN,Littoral,Cotonou,2025,0.85,0.11,0.04,0.0,0.0
BEN_Mono_Athieme,BEN,Mono,Athieme,2022,0.54,0.3,0.14,0.02,0.0
BEN_Mono_Athieme,BEN,Mono,Athieme,2023,0.7050000000000001,0.20500000000000002,0.08499999999999999,0.005,0.0
BEN_Mono_Athieme,BEN,Mono,Athieme,2024,0.655,0.22499999999999998,0.12,0.0,0.0
BEN_Mono_Athieme,BEN,Mono,Athieme,2025,0.84,0.12,0.04,0.0,0.0
BEN_Mono_Bopa,BEN,Mono,Bopa,2020,0.65,0.28,0.07,0.0,0.0
BEN_Mono_Bopa,BEN,Mono,Bopa,2022,0.76,0.16999999999999998,0.07,0.0,0.0
BEN_Mono_Bopa,BEN,Mono,Bopa,2023,0.6799999999999999,0.25,0.07,0.0,0.0
BEN_Mono_Bopa,BEN,Mono,Bopa,2024,0.73,0.205,0.065,0.0,0.0
BEN_Mono_Bopa,BEN,Mono,Bopa,2025,0.83,0.12,0.05,0.0,0.0
BEN_Mono_Come,BEN,Mono,Come,2020,0.81,0.13,0.06,0.0,0.0
BEN_Mono_Come,BEN,Mono,Come,2022,0.865,0.1,0.035,0.0,0.0
BEN_Mono_Come,BEN,Mono,Come,2023,0.79,0.16,0.05,0.0,0.0
BEN_Mono_Come,BEN,Mono,Come,2024,0.85,0.13,0.02,0.0,0.0
BEN_Mono_Come,BEN,Mono,Come,2025,0.88,0.09,0.03,0.0,0.0
BEN_Mono_Grand-popo,BEN,Mono,Grand-popo,2020,0.78,0.22,0.0,0.0,0.0
BEN_Mono_Grand-popo,BEN,Mono,Grand-popo,2022,0.6799999999999999,0.26,0.060000000000000005,0.0,0.0
BEN_Mono_Grand-popo,BEN,Mono,Grand-popo,2023,0.72,0.22000000000000003,0.060000000000000005,0.0,0.0
BEN_Mono_Grand-popo,BEN,Mono,Grand-popo,2024,0.74,0.22,0.04,0.0,0.0
BEN_Mono_Grand-popo,BEN,Mono,Grand-popo,2025,0.78,0.18,0.04,0.0,0.0
BEN_Mono_Houeyogbe,BEN,Mono,Houeyogbe,2020,0.64,0.28,0.08,0.0,0.0
BEN_Mono_Houeyogbe,BEN,Mono,Houeyogbe,2022,0.79,0.19,0.02,0.0,0.0
BEN_Mono_Houeyogbe,BEN,Mono,Houeyogbe,2023,0.75,0.185,0.055,0.01,0.0
BEN_Mono_Houeyogbe,BEN,Mono,Houeyogbe,2024,0.74,0.18,0.08,0.0,0.0
BEN_Mono_Houeyogbe,BEN,Mono,Houeyogbe,2025,0.83,0.14,0.03,0.0,0.0
BEN_Mono_Lokossa,BEN,Mono,Lokossa,2022,0.62,0.3,0.08,0.0,0.0
BEN_Mono_Lokossa,BEN,Mono,Lokossa,2024,0.78,0.185,0.034999999999999996,0.0,0.0
BEN_Mono_Lokossa,BEN,Mono,Lokossa,2025,0.86,0.11,0.03,0.0,0.0
BEN_Oueme_Adjarra,BEN,Oueme,Adjarra,2020,0.79,0.19,0.02,0.0,0.0
BEN_Oueme_Adjarra,BEN,Oueme,Adjarra,2022,0.61,0.27,0.1,0.02,0.0
BEN_Oueme_Adjarra,BEN,Oueme,Adjarra,2023,0.67,0.27,0.05,0.01,0.0
BEN_Oueme_Adjarra,BEN,Oueme,Adjarra,2024,0.82,0.14,0.04,0.0,0.0
BEN_Oueme_Adjarra,BEN,Oueme,Adjarra,2025,0.88,0.09,0.03,0.0,0.0
BEN_Oueme_Adjohoun,BEN,Oueme,Adjohoun,2020,0.91,0.08,0.01,0.0,0.0
BEN_Oueme_Adjohoun,BEN,Oueme,Adjohoun,2022,0.865,0.11,0.025,0.0,0.0
BEN_Oueme_Adjohoun,BEN,Oueme,Adjohoun,2023,0.665,0.225,0.10500000000000001,0.005,0.0
BEN_Oueme_Adjohoun,BEN,Oueme,Adjohoun,2024,0.73,0.18,0.09000000000000001,0.0,0.0
BEN_Oueme_Adjohoun,BEN,Oueme,Adjohoun,2025,0.87,0.1,0.03,0.0,0.0
BEN_Oueme_Aguegues,BEN,Oueme,Aguegues,2020,0.55,0.37,0.08,0.0,0.0
BEN_Oueme_Aguegues,BEN,Oueme,Aguegues,2022,0.75,0.18,0.07,0.0,0.0
BEN_Oueme_Aguegues,BEN,Oueme,Aguegues,2023,0.76,0.22,0.02,0.0,0.0
BEN_Oueme_Aguegues,BEN,Oueme,Aguegues,2024,0.69,0.26,0.05,0.0,0.0
BEN_Oueme_Aguegues,BEN,Oueme,Aguegues,2025,0.83,0.12,0.05,0.0,0.0
BEN_Oueme_Akpo-misserete,BEN,Oueme,Akpo-misserete,2020,0.85,0.12,0.03,0.0,0.0
BEN_Oueme_Akpo-misserete,BEN,Oueme,Akpo-misserete,2022,0.69,0.25,0.06,0.0,0.0
BEN_Oueme_Akpo-misserete,BEN,Oueme,Akpo-misserete,2023,0.66,0.24,0.1,0.0,0.0
BEN_Oueme_Akpo-misserete,BEN,Oueme,Akpo-misserete,2024,0.84,0.13,0.03,0.0,0.0
BEN_Oueme_Akpo-misserete,BEN,Oueme,Akpo-misserete,2025,0.86,0.11,0.03,0.0,0.0
BEN_Oueme_Avrankou,BEN,Oueme,Avrankou,2020,0.83,0.14,0.03,0.0,0.0
BEN_Oueme_Avrankou,BEN,Oueme,Avrankou,2022,0.66,0.26,0.08,0.0,0.0
BEN_Oueme_Avrankou,BEN,Oueme,Avrankou,2023,0.64,0.25,0.11,0.0,0.0
BEN_Oueme_Avrankou,BEN,Oueme,Avrankou,2024,0.74,0.23,0.03,0.0,0.0
BEN_Oueme_Avrankou,BEN,Oueme,Avrankou,2025,0.89,0.08,0.03,0.0,0.0
BEN_Oueme_Bonou,BEN,Oueme,Bonou,2020,0.68,0.26,0.06,0.0,0.0
BEN_Oueme_Bonou,BEN,Oueme,Bonou,2022,0.69,0.235,0.07500000000000001,0.0,0.0
BEN_Oueme_Bonou,BEN,Oueme,Bonou,2023,0.72,0.215,0.065,0.0,0.0
BEN_Oueme_Bonou,BEN,Oueme,Bonou,2024,0.82,0.15,0.03,0.0,0.0
BEN_Oueme_Bonou,BEN,Oueme,Bonou,2025,0.89,0.09,0.02,0.0,0.0
BEN_Oueme_Dangbo,BEN,Oueme,Dangbo,2020,0.9,0.08,0.02,0.0,0.0
BEN_Oueme_Dangbo,BEN,Oueme,Dangbo,2022,0.74,0.215,0.045,0.0,0.0
BEN_Oueme_Dangbo,BEN,Oueme,Dangbo,2023,0.6799999999999999,0.22,0.1,0.0,0.0
BEN_Oueme_Dangbo,BEN,Oueme,Dangbo,2024,0.725,0.215,0.06,0.0,0.0
BEN_Oueme_Dangbo,BEN,Oueme,Dangbo,2025,0.84,0.11,0.05,0.0,0.0
BEN_Oueme_Porto-novo,BEN,Oueme,Porto-novo,2022,0.9,0.1,0.0,0.0,0.0
BEN_Oueme_Porto-novo,BEN,Oueme,Porto-novo,2024,0.86,0.11,0.03,0.0,0.0
BEN_Oueme_Porto-novo,BEN,Oueme,Porto-novo,2025,0.87,0.11,0.02,0.0,0.0
BEN_Oueme_Seme-kpodji,BEN,Oueme,Seme-kpodji,2020,0.84,0.14,0.02,0.0,0.0
BEN_Oueme_Seme-kpodji,BEN,Oueme,Seme-kpodji,2022,0.62,0.27,0.11,0.0,0.0
BEN_Oueme_Seme-kpodji,BEN,Oueme,Seme-kpodji,2023,0.85,0.11,0.04,0.0,0.0
BEN_Oueme_Seme-kpodji,BEN,Oueme,Seme-kpodji,2024,0.7849999999999999,0.175,0.04,0.0,0.0
BEN_Oueme_Seme-kpodji,BEN,Oueme,Seme-kpodji,2025,0.87,0.1,0.03,0.0,0.0
BEN_Plateau_Adja-ouere,BEN,Plateau,Adja-ouere,2020,0.88,0.1,0.02,0.0,0.0
BEN_Plateau_Adja-ouere,BEN,Plateau,Adja-ouere,2022,0.745,0.195,0.06,0.0,0.0
BEN_Plateau_Adja-ouere,BEN,Plateau,Adja-ouere,2023,0.87,0.12,0.01,0.0,0.0
BEN_Plateau_Adja-ouere,BEN,Plateau,Adja-ouere,2024,0.81,0.16,0.03,0.0,0.0
BEN_Plateau_Adja-ouere,BEN,Plateau,Adja-ouere,2025,0.84,0.13,0.03,0.0,0.0
BEN_Plateau_Ifangni,BEN,Plateau,Ifangni,2020,0.86,0.14,0.0,0.0,0.0
BEN_Plateau_Ifangni,BEN,Plateau,Ifangni,2022,0.79,0.16,0.05,0.0,0.0
BEN_Plateau_Ifangni,BEN,Plateau,Ifangni,2023,0.7150000000000001,0.21500000000000002,0.07,0.0,0.0
BEN_Plateau_Ifangni,BEN,Plateau,Ifangni,2024,0.71,0.24,0.05,0.0,0.0
BEN_Plateau_Ifangni,BEN,Plateau,Ifangni,2025,0.86,0.1,0.04,0.0,0.0
BEN_Plateau_Ketou,BEN,Plateau,Ketou,2020,0.91,0.09,0.0,0.0,0.0
BEN_Plateau_Ketou,BEN,Plateau,Ketou,2022,0.895,0.08,0.025,0.0,0.0
BEN_Plateau_Ketou,BEN,Plateau,Ketou,2023,0.855,0.13,0.015,0.0,0.0
BEN_Plateau_Ketou,BEN,Plateau,Ketou,2024,0.87,0.1,0.03,0.0,0.0
BEN_Plateau_Ketou,BEN,Plateau,Ketou,2025,0.87,0.09,0.04,0.0,0.0
BEN_Plateau_Pobe,BEN,Plateau,Pobe,2020,0.7,0.25,0.05,0.0,0.0
BEN_Plateau_Pobe,BEN,Plateau,Pobe,2022,0.83,0.12,0.05,0.0,0.0
BEN_Plateau_Pobe,BEN,Plateau,Pobe,2023,0.84,0.13,0.03,0.0,0.0
BEN_Plateau_Pobe,BEN,Plateau,Pobe,2024,0.83,0.14,0.03,0.0,0.0
BEN_Plateau_Pobe,BEN,Plateau,Pobe,2025,0.87,0.09,0.04,0.0,0.0
BEN_Plateau_Sakete,BEN,Plateau,Sakete,2020,0.82,0.16,0.02,0.0,0.0
BEN_Plateau_Sakete,BEN,Plateau,Sakete,2022,0.735,0.2,0.065,0.0,0.0
BEN_Plateau_Sakete,BEN,Plateau,Sakete,2023,0.835,0.13999999999999999,0.025,0.0,0.0
BEN_Plateau_Sakete,BEN,Plateau,Sakete,2024,0.73,0.2,0.07,0.0,0.0
BEN_Plateau_Sakete,BEN,Plateau,Sakete,2025,0.87,0.1,0.03,0.0,0.0
BEN_Zou_Abomey,BEN,Zou,Abomey,2020,0.73,0.25,0.02,0.0,0.0
BEN_Zou_Abomey,BEN,Zou,Abomey,2022,0.57,0.3,0.13,0.0,0.0
BEN_Zou_Abomey,BEN,Zou,Abomey,2023,0.89,0.08,0.03,0.0,0.0
BEN_Zou_Abomey,BEN,Zou,Abomey,2024,0.7849999999999999,0.165,0.05,0.0,0.0
BEN_Zou_Abomey,BEN,Zou,Abomey,2025,0.84,0.13,0.03,0.0,0.0
BEN_Zou_Agbangnizoun,BEN,Zou,Agbangnizoun,2020,0.68,0.25,0.07,0.0,0.0
BEN_Zou_Agbangnizoun,BEN,Zou,Agbangnizoun,2022,0.605,0.28,0.115,0.0,0.0
BEN_Zou_Agbangnizoun,BEN,Zou,Agbangnizoun,2023,0.74,0.20500000000000002,0.055,0.0,0.0
BEN_Zou_Agbangnizoun,BEN,Zou,Agbangnizoun,2024,0.8,0.135,0.065,0.0,0.0
BEN_Zou_Agbangnizoun,BEN,Zou,Agbangnizoun,2025,0.87,0.1,0.03,0.0,0.0
BEN_Zou_Bohicon,BEN,Zou,Bohicon,2022,0.57,0.28,0.15,0.0,0.0
BEN_Zou_Bohicon,BEN,Zou,Bohicon,2023,0.89,0.08,0.03,0.0,0.0
BEN_Zou_Bohicon,BEN,Zou,Bohicon,2024,0.8,0.135,0.065,0.0,0.0
BEN_Zou_Bohicon,BEN,Zou,Bohicon,2025,0.85,0.12,0.03,0.0,0.0
BEN_Zou_Cove,BEN,Zou,Cove,2020,0.86,0.12,0.02,0.0,0.0
BEN_Zou_Cove,BEN,Zou,Cove,2022,0.765,0.185,0.049999999999999996,0.0,0.0
BEN_Zou_Cove,BEN,Zou,Cove,2023,0.865,0.125,0.01,0.0,0.0
BEN_Zou_Cove,BEN,Zou,Cove,2024,0.8,0.15,0.05,0.0,0.0
BEN_Zou_Cove,BEN,Zou,Cove,2025,0.82,0.17,0.01,0.0,0.0
BEN_Zou_Djidja,BEN,Zou,Djidja,2020,0.6,0.3,0.1,0.0,0.0
BEN_Zou_Djidja,BEN,Zou,Djidja,2022,0.745,0.195,0.06,0.0,0.0
BEN_Zou_Djidja,BEN,Zou,Djidja,2023,0.875,0.11,0.015,0.0,0.0
BEN_Zou_Djidja,BEN,Zou,Djidja,2024,0.77,0.19,0.04,0.0,0.0
BEN_Zou_Djidja,BEN,Zou,Djidja,2025,0.86,0.11,0.03,0.0,0.0
BEN_Zou_Ouinhi,BEN,Zou,Ouinhi,2020,0.88,0.12,0.0,0.0,0.0
BEN_Zou_Ouinhi,BEN,Zou,Ouinhi,2022,0.71,0.215,0.07500000000000001,0.0,0.0
BEN_Zou_Ouinhi,BEN,Zou,Ouinhi,2023,0.815,0.175,0.01,0.0,0.0
BEN_Zou_Ouinhi,BEN,Zou,Ouinhi,2024,0.84,0.14,0.02,0.0,0.0
BEN_Zou_Ouinhi,BEN,Zou,Ouinhi,2025,0.87,0.13,0.0,0.0,0.0
BEN_Zou_Za-kpota,BEN,Zou,Za-kpota,2022,0.75,0.17,0.08,0.0,0.0
BEN_Zou_Za-kpota,BEN,Zou,Za-kpota,2023,0.835,0.135,0.03,0.0,0.0
BEN_Zou_Za-kpota,BEN,Zou,Za-kpota,2024,0.68,0.24,0.08,0.0,0.0
BEN_Zou_Za-kpota,BEN,Zou,Za-kpota,2025,0.87,0.1,0.03,0.0,0.0
BEN_Zou_Zagnanado,BEN,Zou,Zagnanado,2020,0.86,0.12,0.02,0.0,0.0
BEN_Zou_Zagnanado,BEN,Zou,Zagnanado,2022,0.71,0.19999999999999998,0.09,0.0,0.0
BEN_Zou_Zagnanado,BEN,Zou,Zagnanado,2023,0.825,0.125,0.05,0.0,0.0
BEN_Zou_Zagnanado,BEN,Zou,Zagnanado,2024,0.78,0.16,0.06,0.0,0.0
BEN_Zou_Zagnanado,BEN,Zou,Zagnanado,2025,0.81,0.16,0.03,0.0,0.0
BEN_Zou_Zogbodomey,BEN,Zou,Zogbodomey,2022,0.755,0.185,0.06,0.0,0.0
BEN_Zou_Zogbodomey,BEN,Zou,Zogbodomey,2023,0.87,0.09,0.04,0.0,0.0
BEN_Zou_Zogbodomey,BEN,Zou,Zogbodomey,2024,0.83,0.135,0.035,0.0,0.0
BEN_Zou_Zogbodomey,BEN,Zou,Zogbodomey,2025,0.88,0.12,0.0,0.0,0.0
BFA_Boucle du Mouhoun_Bale,BFA,Boucle du Mouhoun,Bale,2020,0.7,0.25,0.05,0.0,0.0
BFA_Boucle du Mouhoun_Bale,BFA,Boucle du Mouhoun,Bale,2021,0.865,0.10500000000000001,0.03,0.0,0.0
BFA_Boucle du Mouhoun_Bale,BFA,Boucle du Mouhoun,Bale,2022,0.895,0.07,0.034999999999999996,0.0,0.0
BFA_Boucle du Mouhoun_Bale,BFA,Boucle du Mouhoun,Bale,2023,0.855,0.11,0.035,0.0,0.0
BFA_Boucle du Mouhoun_Bale,BFA,Boucle du Mouhoun,Bale,2024,0.89,0.1,0.01,0.0,0.0
BFA_Boucle du Mouhoun_Banwa,BFA,Boucle du Mouhoun,Banwa,2020,0.86,0.12,0.02,0.0,0.0
BFA_Boucle du Mouhoun_Banwa,BFA,Boucle du Mouhoun,Banwa,2021,0.89,0.095,0.015,0.0,0.0
BFA_Boucle du Mouhoun_Banwa,BFA,Boucle du Mouhoun,Banwa,2022,0.75,0.175,0.075,0.0,0.0
BFA_Boucle du Mouhoun_Banwa,BFA,Boucle du Mouhoun,Banwa,2023,0.8400000000000001,0.135,0.025,0.0,0.0
BFA_Boucle du Mouhoun_Banwa,BFA,Boucle du Mouhoun,Banwa,2024,0.88,0.09,0.03,0.0,0.0
BFA_Boucle du Mouhoun_Kossi,BFA,Boucle du Mouhoun,Kossi,2020,0.84,0.11,0.05,0.0,0.0
BFA_Boucle du Mouhoun_Kossi,BFA,Boucle du Mouhoun,Kossi,2021,0.7949999999999999,0.14,0.065,0.0,0.0
BFA_Boucle du Mouhoun_Kossi,BFA,Boucle du Mouhoun,Kossi,2022,0.7,0.22,0.08,0.0,0.0
BFA_Boucle du Mouhoun_Kossi,BFA,Boucle du Mouhoun,Kossi,2023,0.505,0.275,0.185,0.035,0.0
BFA_Boucle du Mouhoun_Kossi,BFA,Boucle du Mouhoun,Kossi,2024,0.79,0.13,0.08,0.0,0.0
BFA_Boucle du Mouhoun_Mouhoun,BFA,Boucle du Mouhoun,Mouhoun,2020,0.89,0.1,0.01,0.0,0.0
BFA_Boucle du Mouhoun_Mouhoun,BFA,Boucle du Mouhoun,Mouhoun,2021,0.88,0.10500000000000001,0.015,0.0,0.0
BFA_Boucle du Mouhoun_Mouhoun,BFA,Boucle du Mouhoun,Mouhoun,2022,0.77,0.155,0.075,0.0,0.0
BFA_Boucle du Mouhoun_Mouhoun,BFA,Boucle du Mouhoun,Mouhoun,2023,0.875,0.095,0.03,0.0,0.0
BFA_Boucle du Mouhoun_Mouhoun,BFA,Boucle du Mouhoun,Mouhoun,2024,0.85,0.12,0.03,0.0,0.0
BFA_Boucle du Mouhoun_Nayala,BFA,Boucle du Mouhoun,Nayala,2020,0.89,0.1,0.01,0.0,0.0
BFA_Boucle du Mouhoun_Nayala,BFA,Boucle du Mouhoun,Nayala,2021,0.86,0.115,0.025,0.0,0.0
BFA_Boucle du Mouhoun_Nayala,BFA,Boucle du Mouhoun,Nayala,2022,0.755,0.16999999999999998,0.075,0.0,0.0
BFA_Boucle du Mouhoun_Nayala,BFA,Boucle du Mouhoun,Nayala,2023,0.635,0.20500000000000002,0.16,0.0,0.0
BFA_Boucle du Mouhoun_Nayala,BFA,Boucle du Mouhoun,Nayala,2024,0.79,0.15,0.06,0.0,0.0
